FileName,Clonality,Pielous,Shannon.Index,Invsimpson.Index,Simpson.Index,Hvj.Index,Singleton,Convergence
tbcp_demo_001,0.188253833697316,0.811746166302684,8.47764693365207,72.8250386442467,0.986268459054515,4.99523763753387,0.41108964395183,0.229361263237408
